|                        Parameters |                       0 |   1 |   2 |                       3 |                      4 |   5 |                       6 |   7 |                       8 |                      9 |  10 |                      11 |  12 |                     13 |                     14 |  15 |                     16 |  17 |  18 |  19 |  20 |  21 |  22 |  23 |  24 |  25 |  26 |  27 |  28 |  29 |  30 |  31 |  32 |  33 |  34 |  35 |  36 |  37 |  38 |  39 |  40 |
|             diffuse.spectral.norm |    0.018494088172810518 | 0.0 | 0.0 | -0.00026532004958240794 | -6.624886456115875e-17 | 0.0 |  -4.925638618831573e-05 | 0.0 |  -0.0003043736407776505 | -5.248145263510077e-16 | 0.0 | -1.3635407610942482e-05 | 0.0 | -0.0002458720720008624 | -1.735022271983277e-16 | 0.0 | -9.410215538844959e-06 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|             diffuse.spectral.tilt |                     0.0 | 0.0 | 0.0 |                     0.0 |                    0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                    0.0 | 0.0 |                     0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|        diffuse.spectral.reference |                     0.0 | 0.0 | 0.0 |                     0.0 |                    0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                    0.0 | 0.0 |                     0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|      VER J2020+368.spectral.index | -0.00026532004958240794 | 0.0 | 0.0 |     0.03922392382393204 |  3.889959251361255e-15 | 0.0 |   0.0002412599266050249 | 0.0 |   -0.000568174136962294 | -5.031631536819942e-16 | 0.0 | -2.9671091102075588e-05 | 0.0 | 3.5637162728282483e-06 |  2.504482594306931e-18 | 0.0 | 1.3513544967574943e-07 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|  VER J2020+368.spectral.amplitude |  -6.624886456115875e-17 | 0.0 | 0.0 |   3.889959251361255e-15 |  6.602882342690662e-28 | 0.0 |   6.345874162718147e-16 | 0.0 |  -9.320746473785116e-17 | -9.983452285160855e-29 | 0.0 |  -5.843548909272642e-18 | 0.0 |  8.874090559075419e-19 |  6.243479232484928e-31 | 0.0 |  3.374455736983133e-20 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|  VER J2020+368.spectral.reference |                     0.0 | 0.0 | 0.0 |                     0.0 |                    0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                    0.0 | 0.0 |                     0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|    VER J2020+368.spectral.lambda_ |  -4.925638618831573e-05 | 0.0 | 0.0 |   0.0002412599266050249 |  6.345874162718147e-16 | 0.0 |   0.0017394581328293228 | 0.0 | -0.00011642322795188466 | -9.910080103468711e-17 | 0.0 |  -7.629654124499085e-06 | 0.0 |  6.617384486733148e-07 |  4.650570326768687e-19 | 0.0 | 2.5105182315883124e-08 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|      VER J2020+368.spectral.alpha |                     0.0 | 0.0 | 0.0 |                     0.0 |                    0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                    0.0 | 0.0 |                     0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|      VER J2018+367.spectral.index |  -0.0003043736407776505 | 0.0 | 0.0 |   -0.000568174136962294 | -9.320746473785116e-17 | 0.0 | -0.00011642322795188466 | 0.0 |    0.027039491719833334 | 1.4172054494214837e-14 | 0.0 |    -0.00062966527828234 | 0.0 | 3.3427494323286614e-06 | 2.5391477501098424e-18 | 0.0 | 1.4151199063174366e-07 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|  VER J2018+367.spectral.amplitude |  -5.248145263510077e-16 | 0.0 | 0.0 |  -5.031631536819942e-16 | -9.983452285160855e-29 | 0.0 |  -9.910080103468711e-17 | 0.0 |  1.4172054494214837e-14 | 1.6243121954872524e-26 | 0.0 |   6.339215114699163e-16 | 0.0 | 6.3192385861965715e-18 | 4.6283783956989125e-30 | 0.0 | 2.5475305383687363e-19 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
